"Внешний код";"Наименование элемента";"Артикул [ARTNUMBER]";"Бренд [MANUFACTURER]";"Название раздела";"Название раздела";"Название раздела";"Цена ""Розничная цена""";"Валюта для цены ""Розничная цена"""
"";"";"";"";"Светильники";"COMBO";"";"";""
"00-00004176";"Рамка COMBO-34";"004176";"SWG PRO";"Светильники";"Потолочные";"Светильники-конструкторы";"979.00";"RUB"
"";"";"";"";"Светильники";"COMBO";"";"";""
"00-00004194";"Рамка COMBO-34";"004194";"SWG PRO";"Светильники";"Потолочные";"Светильники-конструкторы";"1687.00";"RUB"
"";"";"";"";"Светильники";"COMBO";"";"";""
"00-00004195";"Рамка COMBO-34";"004195";"SWG PRO";"Светильники";"Потолочные";"Светильники-конструкторы";"1687.00";"RUB"
"";"";"";"";"Светильники";"COMBO";"";"";""
"00-00004196";"Рамка COMBO-34";"004196";"SWG PRO";"Светильники";"Потолочные";"Светильники-конструкторы";"2950.00";"RUB"
"";"";"";"";"Светильники";"COMBO";"";"";""
"00-00004197";"Рамка COMBO-34";"004197";"SWG PRO";"Светильники";"Потолочные";"Светильники-конструкторы";"2950.00";"RUB"
"";"";"";"";"Светильники";"COMBO";"";"";""
"00-00005956";"Рамка COMBO-34";"005956";"SWG PRO";"Светильники";"Потолочные";"Светильники-конструкторы";"2230.00";"RUB"
"";"";"";"";"Светильники";"COMBO";"";"";""
"00-00005957";"Рамка COMBO-34";"005957";"SWG PRO";"Светильники";"Потолочные";"Светильники-конструкторы";"2230.00";"RUB"
"";"";"";"";"Светильники";"COMBO";"";"";""
"00-00004186";"Рамка COMBO-4";"004186";"SWG PRO";"Светильники";"Потолочные";"Светильники-конструкторы";"979.00";"RUB"
"";"";"";"";"Светильники";"COMBO";"";"";""
"00-00004187";"Рамка COMBO-4";"004187";"SWG PRO";"Светильники";"Потолочные";"Светильники-конструкторы";"979.00";"RUB"
"";"";"";"";"Светильники";"COMBO";"";"";""
"00-00004188";"Рамка COMBO-4";"004188";"SWG PRO";"Светильники";"Потолочные";"Светильники-конструкторы";"1026.00";"RUB"
"";"";"";"";"Светильники";"COMBO";"";"";""
"00-00004189";"Рамка COMBO-4";"004189";"SWG PRO";"Светильники";"Потолочные";"Светильники-конструкторы";"1026.00";"RUB"
"";"";"";"";"Светильники";"COMBO";"";"";""
"00-00004190";"Рамка COMBO-4";"004190";"SWG PRO";"Светильники";"Потолочные";"Светильники-конструкторы";"1687.00";"RUB"
"";"";"";"";"Светильники";"COMBO";"";"";""
"00-00004191";"Рамка COMBO-4";"004191";"SWG PRO";"Светильники";"Потолочные";"Светильники-конструкторы";"1687.00";"RUB"
"";"";"";"";"Светильники";"COMBO";"";"";""
"00-00004192";"Рамка COMBO-4";"004192";"SWG PRO";"Светильники";"Потолочные";"Светильники-конструкторы";"1687.00";"RUB"
"";"";"";"";"Светильники";"COMBO";"";"";""
"00-00004193";"Рамка COMBO-4";"004193";"SWG PRO";"Светильники";"Потолочные";"Светильники-конструкторы";"1687.00";"RUB"
"";"";"";"";"Светильники";"COMBO";"";"";""
"00-00005954";"Рамка COMBO-43";"005954";"SWG PRO";"Светильники";"Потолочные";"Светильники-конструкторы";"2230.00";"RUB"
"";"";"";"";"Светильники";"COMBO";"";"";""
"00-00005955";"Рамка COMBO-43";"005955";"SWG PRO";"Светильники";"Потолочные";"Светильники-конструкторы";"2230.00";"RUB"
"";"";"";"";"Светильники";"COMBO";"";"";""
"00-00010300";"Рамка двойная для MINI COMBO, квадратная, белая";"010301";"SWG PRO";"Светильники";"Потолочные";"Светильники-конструкторы";"1475.00";"RUB"
"";"";"";"";"Светильники";"COMBO";"";"";""
"00-00010300";"Рамка двойная для MINI COMBO, квадратная, черная";"010300";"SWG PRO";"Светильники";"Потолочные";"Светильники-конструкторы";"1475.00";"RUB"
"";"";"";"";"Светильники";"COMBO";"";"";""
"00-00010303";"Рамка двойная для MINI COMBO, круглая, белая";"010303";"SWG PRO";"Светильники";"Потолочные";"Светильники-конструкторы";"1475.00";"RUB"
"";"";"";"";"Светильники";"COMBO";"";"";""
"00-00010302";"Рамка двойная для MINI COMBO, круглая, черная";"010302";"SWG PRO";"Светильники";"Потолочные";"Светильники-конструкторы";"1475.00";"RUB"
"";"";"";"";"Светильники";"COMBO";"";"";""
"00-00010298";"Рамка для MINI COMBO, квадратная, белая";"010299";"SWG PRO";"Светильники";"Потолочные";"Светильники-конструкторы";"1109.00";"RUB"
"";"";"";"";"Светильники";"COMBO";"";"";""
"00-00010298";"Рамка для MINI COMBO, квадратная, черная";"010298";"SWG PRO";"Светильники";"Потолочные";"Светильники-конструкторы";"1109.00";"RUB"
"";"";"";"";"Светильники";"COMBO";"";"";""
"00-00003575";"Рамка для светильника IMD";"003575";"DesignLed";"Светильники";"Потолочные";"Встраиваемые светильники";"460.00";"RUB"
"00-00003576";"Рамка для светильника IMD";"003576";"DesignLed";"Светильники";"Потолочные";"Встраиваемые светильники";"731.00";"RUB"
"00-00003577";"Рамка для светильника IMD";"003577";"DesignLed";"Светильники";"Потолочные";"Встраиваемые светильники";"1003.00";"RUB"
"00-00003957";"Рамка для светильника KZ";"003957";"DesignLed";"Светильники";"Потолочные";"Встраиваемые светильники";"0.00";"RUB"
"00-00003958";"Рамка для светильника KZ";"003958";"DesignLed";"Светильники";"Потолочные";"Встраиваемые светильники";"0.00";"RUB"
"00-00003959";"Рамка для светильника KZ";"003959";"DesignLed";"Светильники";"Потолочные";"Встраиваемые светильники";"0.00";"RUB"
"00-00003960";"Рамка для светильника KZ";"003960";"DesignLed";"Светильники";"Потолочные";"Встраиваемые светильники";"0.00";"RUB"
"00-00003961";"Рамка для светильника KZ";"003961";"DesignLed";"Светильники";"Потолочные";"Встраиваемые светильники";"0.00";"RUB"
"00-00003962";"Рамка для светильника KZ";"003962";"DesignLed";"Светильники";"Потолочные";"Встраиваемые светильники";"0.00";"RUB"
"00-00003963";"Рамка для светильника KZ";"003963";"DesignLed";"Светильники";"Потолочные";"Встраиваемые светильники";"0.00";"RUB"
"00-00003964";"Рамка для светильника KZ";"003964";"DesignLed";"Светильники";"Потолочные";"Встраиваемые светильники";"0.00";"RUB"
"00-00003965";"Рамка для светильника KZ";"003965";"DesignLed";"Светильники";"Потолочные";"Встраиваемые светильники";"0.00";"RUB"
"00-00003966";"Рамка для светильника KZ";"003966";"DesignLed";"Светильники";"Потолочные";"Встраиваемые светильники";"0.00";"RUB"
"00-00003967";"Рамка для светильника KZ";"003967";"DesignLed";"Светильники";"Потолочные";"Встраиваемые светильники";"0.00";"RUB"
"00-00003968";"Рамка для светильника KZ";"003968";"DesignLed";"Светильники";"Потолочные";"Встраиваемые светильники";"0.00";"RUB"
"00-00002964";"Рамка для светильника MJ";"002964";"DesignLed";"Светильники";"Потолочные";"Светильники под лампы";"696.00";"RUB"
"00-00002965";"Рамка для светильника MJ";"002965";"DesignLed";"Светильники";"Потолочные";"Светильники под лампы";"696.00";"RUB"
"00-00002967";"Рамка для светильника MJ";"002967";"DesignLed";"Светильники";"Потолочные";"Светильники под лампы";"1404.00";"RUB"
"00-00002966";"Рамка для светильника MJ";"002966";"DesignLed";"Светильники";"Потолочные";"Светильники под лампы";"1404.00";"RUB"
"00-00002977";"Рамка для светильника MJ";"002977";"DesignLed";"Светильники";"Потолочные";"Светильники под лампы";"873.00";"RUB"
"00-00002978";"Рамка для светильника MJ";"002978";"DesignLed";"Светильники";"Потолочные";"Светильники под лампы";"873.00";"RUB"
"00-00002981";"Рамка для светильника MJ";"002981";"DesignLed";"Светильники";"Потолочные";"Светильники под лампы";"873.00";"RUB"
"00-00002982";"Рамка для светильника MJ";"002982";"DesignLed";"Светильники";"Потолочные";"Светильники под лампы";"873.00";"RUB"
"00-00006399";"Распред коробка Linea light 81424";"006399";"";"Светильники";"Люстры";"Италия";"2041.00";"RUB"
"00-00003773";"Рассеиватель COMBO";"003773";"SWG PRO";"Светильники";"Потолочные";"Светильники-конструкторы";"283.00";"RUB"
